"가격","제조사","종류","주행거리","변속기","연료형태","색상","사고여부","연식개월","차주변경"
1100,"현대","중형차",102560,"오토","가솔린","은색","N",89,1
1399,"기아","중형차",69594,"오토","LPG","은색","N",51,3
1730,"현대","중형차",34559,"오토","LPG","흰색","N",63,2
990,"현대","중형차",186841,"오토","LPG","흰색","N",88,3
399,"현대","중형차",188900,"오토","가솔린","검정색","N",145,5
450,"기아","중형차",193853,"오토","가솔린","검정색","N",145,2
1750,"현대","중형차",49710,"오토","LPG","빨간색","N",36,0
950,"현대","중형차",71026,"오토","가솔린","쥐색","N",118,2
1450,"현대","중형차",117560,"오토","가솔린","쥐색","N",48,1
599,"기아","중형차",176156,"오토","LPG","검정색","Y",103,6
830,"기아","중형차",63840,"오토","가솔린","은색","N",135,3
580,"현대","중형차",153317,"오토","가솔린","흰색","N",141,3
735,"현대","중형차",55424,"오토","가솔린","흰색","N",141,2
390,"현대","중형차",213641,"오토","디젤","흰색","N",176,1
880,"기아","중형차",48000,"오토","가솔린","은색","N",142,1
1430,"현대","중형차",132523,"오토","가솔린","검정색","N",53,1
330,"현대","중형차",115217,"오토","가솔린","은색","N",168,1
580,"현대","중형차",113241,"오토","가솔린","검정색","N",148,4
799,"기아","중형차",88500,"오토","가솔린","흰색","N",103,4
850,"기아","중형차",83101,"오토","LPG","흰색","N",127,3
580,"현대","중형차",157585,"오토","가솔린","흰색","N",144,3
1190,"현대","중형차",137311,"오토","가솔린","청색","N",78,2
529,"현대","중형차",195000,"오토","LPG","은색","Y",90,0
780,"기아","중형차",80265,"오토","가솔린","은회색","N",136,2
330,"현대","중형차",123586,"오토","가솔린","은색","N",149,18
530,"현대","중형차",195678,"오토","LPG","은색","N",114,5
950,"현대","중형차",148277,"오토","가솔린","은색","N",94,5
690,"현대","중형차",93268,"오토","가솔린","흰색","N",131,1
2780,"기아","중형차",58676,"오토","가솔린","검정색","Y",29,3
630,"기아","중형차",188527,"오토","가솔린","은색","N",107,2
1650,"기아","중형차",102974,"오토","디젤","흰색","N",52,2
1050,"현대","중형차",140756,"오토","가솔린","은색","N",75,1
1270,"기아","중형차",97549,"오토","LPG","진주색","N",66,4
970,"기아","중형차",175262,"오토","가솔린","검정색","N",83,3
820,"기아","중형차",127052,"오토","가솔린","은색","N",108,2
1600,"현대","중형차",49045,"오토","LPG","흰색","N",49,0
590,"기아","중형차",110000,"오토","가솔린","흰색","N",128,3
3080,"기아","중형차",6928,"오토","가솔린","쥐색","N",19,2
520,"현대","중형차",95696,"오토","가솔린","은회색","N",151,5
1190,"기아","중형차",96670,"오토","가솔린","흰색","N",70,3
620,"기아","중형차",97806,"오토","가솔린","청색","N",138,2
1869,"현대","중형차",74820,"오토","가솔린","쥐색","N",51,3
2800,"기아","중형차",44887,"오토","가솔린","쥐색","N",20,1
650,"기아","중형차",193773,"오토","LPG","흰색","N",137,2
1050,"현대","중형차",140326,"오토","가솔린","검정색","N",88,0
1450,"현대","중형차",89063,"오토","가솔린","흰색","N",86,1
2399,"기아","중형차",39319,"오토","가솔린","검정색","N",30,1
350,"기아","중형차",244828,"오토","LPG","흰색","N",132,3
2879,"기아","중형차",21741,"오토","가솔린","흰색","N",19,0
440,"기아","중형차",199098,"오토","LPG","검정색","N",130,1
660,"기아","중형차",147630,"오토","가솔린","흰색","N",141,1
730,"기아","중형차",66922,"오토","가솔린","은색","N",143,1
530,"기아","중형차",225571,"오토","가솔린","쥐색","N",121,1
599,"현대","중형차",181099,"오토","LPG","검정색","Y",98,3
780,"현대","중형차",122648,"오토","가솔린","흰색","N",107,9
525,"기아","중형차",146835,"오토","가솔린","검정색","Y",131,10
1330,"현대","중형차",62505,"오토","가솔린","검정색","N",92,0
1899,"현대","중형차",21013,"오토","가솔린","검정색","N",43,0
590,"기아","중형차",145466,"오토","가솔린","검정색","N",130,4
2500,"현대","중형차",47926,"오토","가솔린","쥐색","N",37,1
810,"기아","중형차",95681,"오토","가솔린","검정색","N",145,4
450,"현대","중형차",140262,"오토","가솔린","은회색","N",151,1
1530,"현대","중형차",99594,"오토","LPG","흰색","N",50,1
1180,"기아","중형차",106064,"오토","LPG","쥐색","N",56,1
520,"현대","중형차",76444,"오토","가솔린","은색","Y",142,8
1350,"현대","중형차",92732,"오토","LPG","흰색","N",48,1
420,"기아","중형차",175100,"오토","가솔린","은색","N",120,7
1630,"기아","중형차",46098,"오토","LPG","흰색","N",49,2
1230,"현대","중형차",119188,"오토","LPG","흰색","Y",98,3
990,"기아","중형차",135000,"오토","LPG","진주색","N",54,3
3010,"기아","중형차",44271,"오토","가솔린","흰색","N",21,0
480,"기아","중형차",187243,"오토","가솔린","흰색","Y",142,3
1530,"현대","중형차",73414,"오토","가솔린","은회색","N",69,1
2650,"기아","중형차",20871,"오토","가솔린","흰색","N",16,0
770,"기아","중형차",120000,"오토","가솔린","은색","N",98,4
2500,"현대","중형차",63299,"오토","가솔린","쥐색","N",22,0
620,"기아","중형차",154872,"오토","LPG","흰색","N",95,5
2890,"기아","중형차",7636,"오토","가솔린","흰색","N",11,1
660,"현대","중형차",162427,"오토","LPG","은색","N",92,3
770,"기아","중형차",73214,"오토","LPG","흰색","N",137,1
550,"기아","중형차",135458,"오토","가솔린","흰색","N",102,3
930,"기아","중형차",70175,"오토","가솔린","흰색","Y",97,3
1559,"현대","중형차",67052,"오토","가솔린","검정색","N",70,0
300,"현대","중형차",176513,"오토","LPG","검정색","Y",170,4
2800,"기아","중형차",28594,"오토","가솔린","흰색","N",31,0
400,"현대","중형차",168279,"오토","가솔린","은색","N",151,3
1460,"현대","중형차",43930,"오토","LPG","흰색","N",67,3
1330,"현대","중형차",99689,"오토","LPG","흰색","N",58,1
999,"현대","중형차",65449,"오토","LPG","은색","Y",93,1
1090,"기아","중형차",36499,"오토","LPG","은색","N",130,2
540,"기아","중형차",202146,"오토","LPG","흰색","N",121,2
1499,"현대","중형차",72992,"오토","가솔린","흰색","N",84,1
680,"기아","중형차",121700,"오토","가솔린","쥐색","N",142,2
599,"현대","중형차",107298,"오토","가솔린","흰색","N",127,4
1099,"현대","중형차",89907,"오토","LPG","흰색","N",63,1
630,"기아","중형차",177000,"오토","가솔린","검정색","Y",126,5
630,"현대","중형차",132134,"오토","LPG","은회색","N",99,5
1350,"현대","중형차",130734,"오토","가솔린","청색","N",62,3
2060,"현대","중형차",47516,"오토","가솔린","쥐색","N",38,2
2450,"현대","중형차",38027,"오토","가솔린","검정색","N",31,0
1890,"현대","중형차",8038,"오토","가솔린","검정색","N",52,1
1520,"기아","중형차",115721,"오토","LPG","흰색","N",60,2
1699,"기아","중형차",47569,"오토","가솔린","흰색","N",53,2
790,"현대","중형차",149201,"오토","LPG","쥐색","N",85,1
1020,"현대","중형차",160000,"오토","LPG","진주색","N",98,1
1799,"기아","중형차",99978,"오토","디젤","쥐색","N",53,0
2650,"기아","중형차",25734,"오토","가솔린","흰색","N",26,1
1790,"현대","중형차",36850,"오토","가솔린","은회색","N",57,0
1980,"현대","중형차",48530,"오토","LPG","흰색","N",38,3
930,"기아","중형차",24128,"오토","가솔린","쥐색","Y",114,1
450,"현대","중형차",152845,"오토","가솔린","흰색","N",148,3
530,"현대","중형차",114701,"오토","가솔린","쥐색","N",134,3
1499,"현대","중형차",50901,"오토","디젤","쥐색","N",63,3
2220,"현대","중형차",84404,"오토","가솔린","쥐색","N",37,0
350,"현대","중형차",122494,"오토","LPG","검정색","N",182,2
1500,"현대","중형차",65155,"오토","디젤","쥐색","N",45,0
860,"기아","중형차",133781,"오토","가솔린","검정색","N",86,5
1148,"현대","중형차",138000,"오토","가솔린","청색","N",49,1
1570,"현대","중형차",80108,"오토","가솔린","진주색","N",62,0
750,"기아","중형차",140417,"오토","가솔린","흰색","N",124,4
1280,"기아","중형차",81125,"오토","디젤","쥐색","N",70,1
1470,"현대","중형차",34659,"오토","가솔린","검정색","N",48,1
1780,"기아","중형차",26830,"오토","가솔린","흰색","N",59,0
1670,"현대","중형차",24100,"오토","LPG","검정색","N",68,1
1200,"기아","중형차",87345,"오토","가솔린","흰색","N",97,7
2100,"현대","중형차",34764,"오토","가솔린","검정색","N",38,0
1500,"현대","중형차",99000,"오토","가솔린","쥐색","N",87,5
3200,"현대","중형차",4353,"오토","가솔린","흰색","N",12,0
1299,"기아","중형차",87516,"오토","가솔린","청색","N",96,2
2350,"현대","중형차",74165,"오토","가솔린","검정색","N",39,1
1580,"기아","중형차",47554,"오토","디젤","흰색","N",80,4
709,"현대","중형차",103880,"오토","가솔린","검정색","N",118,1
330,"현대","중형차",131235,"오토","LPG","검정색","N",159,2
790,"현대","중형차",177555,"오토","LPG","흰색","N",72,3
1490,"기아","중형차",46206,"오토","LPG","검정색","Y",34,2
1250,"현대","중형차",108830,"오토","가솔린","흰색","N",91,1
950,"기아","중형차",142994,"오토","가솔린","흰색","N",86,1
790,"기아","중형차",144643,"오토","가솔린","검정색","N",115,10
2199,"현대","중형차",16075,"오토","가솔린","검정색","Y",17,1
2040,"기아","중형차",32594,"오토","가솔린","은색","N",49,0
390,"현대","중형차",128194,"오토","가솔린","은색","N",153,1
750,"기아","중형차",110000,"오토","가솔린","흰색","Y",128,4
710,"기아","중형차",100343,"오토","가솔린","흰색","N",144,5
590,"현대","중형차",78589,"오토","가솔린","은회색","N",146,3
550,"기아","중형차",160000,"오토","LPG","쥐색","Y",129,2
1320,"기아","중형차",117701,"오토","LPG","검정색","N",49,0
520,"현대","중형차",142269,"오토","가솔린","흰색","N",151,2
2770,"기아","중형차",21681,"오토","가솔린","흰색","N",21,1
680,"현대","중형차",166894,"오토","가솔린","흰색","N",101,1
1220,"현대","중형차",115171,"오토","LPG","흰색","N",63,1
330,"현대","중형차",159865,"오토","LPG","흰색","Y",176,4
1460,"현대","중형차",54942,"오토","가솔린","검정색","N",54,1
1120,"현대","중형차",113598,"오토","LPG","검정색","N",54,1
1030,"기아","중형차",91648,"오토","LPG","검정색","N",65,1
650,"기아","중형차",121000,"오토","가솔린","쥐색","N",124,2
1150,"기아","중형차",81834,"오토","가솔린","청색","N",74,7
990,"기아","중형차",118000,"오토","가솔린","검정색","N",85,1
3250,"기아","중형차",22063,"오토","LPG","쥐색","N",11,0
2970,"기아","중형차",29002,"오토","가솔린","흰색","N",26,1
1530,"기아","중형차",84300,"오토","디젤","흰색","N",52,1
1360,"기아","중형차",68245,"오토","가솔린","검정색","N",73,3
2070,"기아","중형차",42287,"오토","가솔린","쥐색","Y",50,1
1350,"기아","중형차",85289,"오토","LPG","흰색","Y",66,3
640,"기아","중형차",173665,"오토","LPG","쥐색","N",95,2
520,"현대","중형차",134104,"오토","가솔린","검정색","N",153,6
1499,"현대","중형차",54027,"오토","가솔린","검정색","N",86,1
1250,"현대","중형차",130388,"오토","LPG","흰색","N",40,1
2035,"현대","중형차",45886,"오토","가솔린","검정색","N",42,2
810,"기아","중형차",153761,"오토","가솔린","검정색","N",90,4
1390,"현대","중형차",78279,"오토","LPG","검정색","N",61,2
1430,"기아","중형차",38416,"오토","가솔린","흰색","N",81,5
1079,"기아","중형차",100518,"오토","디젤","검정색","Y",79,4
790,"기아","중형차",67139,"오토","가솔린","흰색","N",127,2
1500,"현대","중형차",66000,"오토","가솔린","쥐색","N",75,0
630,"기아","중형차",133211,"오토","가솔린","청색","N",130,3
470,"기아","중형차",179155,"오토","LPG","연금색","N",145,8
1300,"기아","중형차",109107,"오토","LPG","흰색","N",49,0
1930,"기아","중형차",36878,"오토","가솔린","검정색","N",52,1
1070,"현대","중형차",135223,"오토","LPG","흰색","Y",56,2
2530,"현대","중형차",11420,"오토","가솔린","흰색","N",19,0
1550,"기아","중형차",83476,"오토","디젤","청색","N",48,2
2500,"기아","중형차",50669,"오토","가솔린","쥐색","N",29,1
760,"현대","중형차",193000,"오토","LPG","흰색","Y",87,1
530,"현대","중형차",109342,"오토","가솔린","검정색","N",153,2
1030,"현대","중형차",106974,"오토","가솔린","검정색","Y",94,1
630,"기아","중형차",136110,"오토","가솔린","검정색","N",125,5
1699,"현대","중형차",25816,"오토","LPG","흰색","N",39,3
1050,"현대","중형차",102136,"오토","LPG","은색","N",94,1
1219,"현대","중형차",103062,"오토","가솔린","검정색","N",73,1
1790,"기아","중형차",46581,"오토","가솔린","흰색","N",43,1
1439,"현대","중형차",61075,"오토","LPG","진주색","N",71,1
570,"기아","중형차",146795,"오토","가솔린","검정색","Y",117,3
2260,"현대","중형차",24149,"오토","가솔린","쥐색","N",34,0
2780,"현대","중형차",20402,"오토","가솔린","쥐색","N",22,1
2949,"기아","중형차",16261,"오토","가솔린","검정색","N",15,1
570,"현대","중형차",261724,"오토","LPG","은색","Y",82,1
1290,"현대","중형차",143702,"오토","LPG","검정색","Y",61,2
209,"현대","중형차",172399,"오토","가솔린","은색","N",181,5
2090,"기아","중형차",23920,"오토","가솔린","쥐색","N",44,1
1230,"현대","중형차",147287,"오토","가솔린","검정색","N",59,1
2600,"기아","중형차",19482,"오토","가솔린","흰색","N",21,3
1180,"기아","중형차",123350,"오토","LPG","흰색","N",57,2
3100,"기아","중형차",9881,"오토","가솔린","검정색","N",25,0
670,"현대","중형차",93632,"오토","가솔린","흰색","N",134,4
1550,"현대","중형차",108928,"오토","LPG","검정색","N",50,2
1560,"현대","중형차",72494,"오토","가솔린","검정색","N",66,3
1930,"기아","중형차",34077,"오토","가솔린","검정색","N",40,1
2199,"현대","중형차",14866,"오토","가솔린","흰색","Y",12,0
1540,"현대","중형차",58796,"오토","LPG","흰색","N",46,1
