"가격","제조사","종류","주행거리","변속기","연료형태","색상","사고여부","연식개월","차주변경"
3050,"현대","중형차",17776,"오토","가솔린","쥐색","N",9,0
430,"현대","중형차",204302,"오토","가솔린","검정색","Y",138,6
1330,"기아","중형차",18531,"오토","가솔린","흰색","N",93,1
1799,"현대","중형차",36737,"오토","LPG","흰색","N",98,3
490,"현대","중형차",196380,"오토","가솔린","흰색","N",148,5
520,"현대","중형차",264929,"오토","LPG","은색","N",85,2
699,"현대","중형차",98619,"오토","가솔린","흰색","N",149,1
360,"기아","중형차",199289,"오토","LPG","쥐색","Y",142,3
2350,"기아","중형차",60000,"오토","가솔린","쥐색","Y",24,1
390,"현대","중형차",86175,"오토","가솔린","은색","N",174,2
990,"기아","중형차",125886,"오토","가솔린","흰색","N",88,2
250,"현대","중형차",86194,"오토","가솔린","은색","N",213,4
1720,"현대","중형차",52446,"오토","가솔린","쥐색","N",53,1
370,"기아","중형차",189705,"오토","가솔린","은색","N",142,3
670,"기아","중형차",120927,"오토","가솔린","쥐색","N",132,5
1444,"현대","중형차",70217,"오토","가솔린","검정색","N",52,2
420,"현대","중형차",126232,"오토","가솔린","흰색","Y",134,1
1280,"현대","중형차",145158,"오토","LPG","흰색","Y",90,1
480,"기아","중형차",171719,"오토","LPG","연금색","N",120,5
1450,"기아","중형차",67563,"오토","가솔린","검정색","N",58,1
699,"현대","중형차",153400,"오토","가솔린","흰색","N",103,3
1350,"현대","중형차",58229,"오토","가솔린","쥐색","N",59,1
320,"현대","중형차",72871,"오토","LPG","은색","Y",183,6
1550,"현대","중형차",132186,"오토","가솔린","청색","N",64,3
430,"현대","중형차",173850,"오토","가솔린","은색","N",153,4
2899,"기아","중형차",28326,"오토","가솔린","흰색","N",30,1
550,"현대","중형차",1e+05,"오토","가솔린","검정색","N",151,3
500,"현대","중형차",150191,"오토","가솔린","쥐색","N",147,1
1140,"현대","중형차",118474,"오토","LPG","검정색","N",88,4
529,"현대","중형차",146116,"오토","가솔린","쥐색","N",136,1
1260,"현대","중형차",89136,"오토","가솔린","검정색","N",84,1
630,"기아","중형차",134847,"오토","가솔린","검정색","N",129,12
580,"기아","중형차",142667,"오토","가솔린","은색","N",144,1
430,"현대","중형차",230227,"오토","LPG","은색","Y",134,2
1649,"현대","중형차",94647,"오토","가솔린","검정색","N",42,0
650,"현대","중형차",105942,"오토","가솔린","쥐색","Y",117,2
2690,"기아","중형차",20328,"오토","가솔린","쥐색","N",27,0
2699,"기아","중형차",50974,"오토","가솔린","청색","N",30,1
1040,"기아","중형차",142969,"오토","가솔린","검정색","N",83,4
770,"기아","중형차",92604,"오토","가솔린","흰색","Y",88,1
2850,"기아","중형차",55000,"오토","가솔린","검정색","N",26,1
2099,"현대","중형차",55484,"오토","LPG","쥐색","N",25,1
1220,"기아","중형차",1e+05,"오토","LPG","흰색","N",60,3
1099,"기아","중형차",85081,"오토","가솔린","흰색","N",109,2
350,"현대","중형차",79525,"오토","가솔린","흰색","N",205,2
535,"현대","중형차",97902,"오토","가솔린","은색","N",153,5
550,"현대","중형차",74700,"오토","LPG","은색","N",142,3
1420,"기아","중형차",78389,"오토","LPG","청색","N",61,2
950,"현대","중형차",158982,"오토","LPG","은색","N",48,2
510,"현대","중형차",260849,"오토","LPG","은색","N",88,1
1140,"현대","중형차",152928,"오토","가솔린","흰색","N",84,3
1180,"기아","중형차",103179,"오토","LPG","흰색","N",73,4
539,"기아","중형차",151069,"오토","LPG","은색","Y",81,1
730,"현대","중형차",268351,"오토","LPG","검정색","Y",88,1
1950,"현대","중형차",80643,"오토","가솔린","흰색","N",34,1
2349,"현대","중형차",51476,"오토","가솔린","검정색","N",38,1
1760,"기아","중형차",38614,"오토","가솔린","흰색","N",42,1
1550,"기아","중형차",59550,"오토","LPG","청색","N",40,0
650,"현대","중형차",77787,"오토","가솔린","흰색","N",141,1
2790,"기아","중형차",30804,"오토","가솔린","흰색","N",11,1
2980,"기아","중형차",17769,"오토","가솔린","검정색","N",26,5
2950,"기아","중형차",32714,"오토","가솔린","흰색","N",31,2
1029,"현대","중형차",140000,"오토","가솔린","검정색","N",91,3
1440,"기아","중형차",43733,"오토","디젤","검정색","N",57,3
550,"기아","중형차",154724,"오토","가솔린","흰색","N",143,4
570,"현대","중형차",126305,"오토","가솔린","은회색","N",123,1
1820,"현대","중형차",53685,"오토","가솔린","검정색","N",55,0
799,"현대","중형차",137896,"오토","LPG","검정색","N",96,2
1439,"현대","중형차",70488,"오토","가솔린","흰색","N",81,1
2520,"기아","중형차",4433,"오토","가솔린","흰색","N",32,2
1010,"현대","중형차",105241,"오토","디젤","쥐색","N",56,3
2450,"현대","중형차",5976,"오토","가솔린","쥐색","N",11,1
1830,"현대","중형차",9039,"오토","LPG","쥐색","N",44,2
1850,"기아","중형차",39907,"오토","가솔린","흰색","N",49,2
1969,"현대","중형차",61410,"오토","가솔린","흰색","Y",38,3
340,"현대","중형차",150356,"오토","LPG","은색","Y",156,2
1780,"현대","중형차",64046,"오토","가솔린","검정색","N",41,1
199,"현대","중형차",164023,"오토","가솔린","검정색","N",173,1
2290,"현대","중형차",48879,"오토","가솔린","흰색","N",24,1
870,"현대","중형차",68053,"오토","가솔린","검정색","N",97,3
649,"현대","중형차",124768,"오토","가솔린","흰색","N",133,6
1890,"현대","중형차",36024,"오토","가솔린","청색","N",64,0
1089,"현대","중형차",148000,"오토","가솔린","쥐색","Y",50,2
1170,"현대","중형차",131863,"오토","가솔린","검정색","N",62,1
1351,"현대","중형차",111863,"오토","LPG","흰색","N",68,3
530,"현대","중형차",69615,"오토","가솔린","쥐색","N",153,3
1290,"기아","중형차",156664,"오토","가솔린","흰색","N",80,2
1490,"기아","중형차",63789,"오토","가솔린","청색","N",71,4
590,"기아","중형차",154977,"오토","가솔린","쥐색","N",139,1
1890,"기아","중형차",41034,"오토","가솔린","흰색","N",55,1
2330,"현대","중형차",50413,"오토","가솔린","흰색","N",24,1
1480,"기아","중형차",54571,"오토","가솔린","흰색","Y",83,4
2999,"현대","중형차",12547,"오토","가솔린","검정색","N",18,2
1590,"현대","중형차",76399,"오토","가솔린","흰색","N",49,2
800,"기아","중형차",156518,"오토","LPG","검정색","N",84,5
1000,"기아","중형차",109753,"오토","가솔린","흰색","N",68,2
1999,"현대","중형차",86255,"오토","가솔린","흰색","N",38,3
1030,"현대","중형차",123340,"오토","가솔린","청색","N",99,4
1630,"기아","중형차",59681,"오토","가솔린","흰색","N",69,0
680,"현대","중형차",126220,"오토","LPG","은색","N",112,3
760,"기아","중형차",99884,"오토","가솔린","검정색","N",126,2
530,"현대","중형차",197513,"오토","가솔린","흰색","N",140,1
680,"현대","중형차",86416,"오토","가솔린","흰색","N",147,1
590,"현대","중형차",168709,"오토","LPG","검정색","Y",151,3
1410,"현대","중형차",39667,"오토","가솔린","흰색","N",80,0
1390,"기아","중형차",111357,"오토","가솔린","흰색","N",71,1
1209,"현대","중형차",144521,"오토","가솔린","검정색","N",53,1
1199,"현대","중형차",153071,"오토","가솔린","검정색","N",52,1
1570,"현대","중형차",100906,"오토","LPG","흰색","N",63,1
1190,"현대","중형차",61521,"오토","가솔린","흰색","N",97,0
590,"기아","중형차",142138,"오토","가솔린","흰색","Y",124,2
1050,"기아","중형차",94767,"오토","LPG","흰색","N",83,1
1550,"기아","중형차",96283,"오토","LPG","쥐색","N",49,1
390,"현대","중형차",68890,"오토","LPG","은색","Y",179,3
1260,"현대","중형차",111932,"오토","LPG","쥐색","N",47,3
750,"현대","중형차",112322,"오토","가솔린","흰색","N",111,5
1100,"현대","중형차",98000,"오토","가솔린","검정색","Y",63,0
690,"기아","중형차",118271,"오토","가솔린","검정색","Y",124,7
2700,"현대","중형차",44770,"오토","가솔린","쥐색","N",30,0
2630,"현대","중형차",14843,"오토","가솔린","쥐색","Y",32,3
1399,"현대","중형차",81488,"오토","LPG","은회색","N",72,1
2250,"현대","중형차",29510,"오토","가솔린","검정색","N",38,2
1830,"현대","중형차",106498,"오토","가솔린","검정색","N",37,1
400,"현대","중형차",120030,"오토","가솔린","흰색","N",166,2
620,"현대","중형차",87783,"오토","가솔린","검정색","N",148,2
1150,"현대","중형차",111479,"오토","가솔린","흰색","N",82,1
770,"기아","중형차",171548,"오토","가솔린","검정색","N",102,5
880,"현대","중형차",77050,"오토","가솔린","검정색","N",103,5
259,"현대","중형차",173355,"오토","가솔린","흰색","N",181,2
1553,"현대","중형차",58114,"오토","LPG","쥐색","N",99,0
1420,"현대","중형차",66009,"오토","가솔린","흰색","N",97,0
749,"현대","중형차",177656,"오토","LPG","진주색","N",99,3
679,"기아","중형차",161333,"오토","LPG","검정색","N",142,5
630,"기아","중형차",101000,"오토","가솔린","은색","Y",107,2
2750,"기아","중형차",9017,"오토","가솔린","청색","N",20,1
290,"현대","중형차",181850,"오토","LPG","은색","N",168,8
295,"현대","중형차",185470,"오토","LPG","은회색","N",156,4
1530,"현대","중형차",74502,"오토","가솔린","흰색","N",58,1
970,"기아","중형차",169063,"오토","LPG","검정색","Y",48,1
998,"기아","중형차",115606,"오토","가솔린","흰색","N",109,1
1340,"현대","중형차",90455,"오토","LPG","흰색","N",78,2
1740,"현대","중형차",69936,"오토","가솔린","검정색","N",41,1
770,"기아","중형차",129775,"오토","가솔린","검정색","N",122,4
720,"기아","중형차",141804,"오토","가솔린","흰색","N",120,6
1950,"현대","중형차",56396,"오토","가솔린","쥐색","N",37,2
480,"현대","중형차",182200,"오토","LPG","검정색","N",124,5
1130,"현대","중형차",134224,"오토","LPG","흰색","N",44,2
1130,"현대","중형차",165031,"오토","LPG","은색","N",40,1
1653,"현대","중형차",52196,"오토","LPG","흰색","N",97,1
690,"현대","중형차",112928,"오토","가솔린","은색","Y",114,4
530,"현대","중형차",128640,"오토","가솔린","검정색","N",154,3
550,"기아","중형차",164910,"오토","LPG","흰색","N",136,4
520,"현대","중형차",173849,"오토","LPG","흰색","N",153,5
2450,"현대","중형차",55038,"오토","가솔린","흰색","N",39,0
499,"기아","중형차",220000,"오토","LPG","검정색","N",111,2
2130,"현대","중형차",44363,"오토","가솔린","검정색","N",39,1
1477,"기아","중형차",96700,"오토","가솔린","청색","N",58,2
799,"기아","중형차",131000,"오토","가솔린","검정색","N",128,3
1330,"현대","중형차",70980,"오토","가솔린","흰색","N",93,1
390,"현대","중형차",225800,"오토","LPG","흰색","N",140,4
620,"현대","중형차",183597,"오토","가솔린","흰색","N",102,3
780,"기아","중형차",97000,"오토","가솔린","흰색","N",144,4
450,"현대","중형차",199376,"오토","가솔린","흰색","N",140,5
1019,"기아","중형차",123982,"오토","LPG","흰색","N",60,1
1520,"현대","중형차",66311,"오토","가솔린","흰색","N",72,1
2420,"기아","중형차",36813,"오토","가솔린","흰색","N",37,1
2320,"현대","중형차",31002,"오토","가솔린","쥐색","N",29,1
1550,"기아","중형차",50261,"오토","가솔린","흰색","N",79,0
370,"현대","중형차",126617,"오토","가솔린","진주색","N",172,5
540,"현대","중형차",118461,"오토","LPG","흰색","Y",111,1
950,"기아","중형차",115762,"오토","LPG","흰색","N",94,2
1199,"현대","중형차",84189,"오토","LPG","흰색","Y",94,0
2070,"현대","중형차",52578,"오토","가솔린","흰색","Y",36,1
2450,"현대","중형차",90998,"오토","LPG","검정색","N",38,0
1480,"기아","중형차",82000,"오토","디젤","흰색","N",71,1
2070,"현대","중형차",50847,"오토","가솔린","검정색","N",35,1
2620,"기아","중형차",20473,"오토","가솔린","검정색","N",24,1
550,"현대","중형차",166925,"오토","LPG","검정색","Y",136,1
790,"현대","중형차",163767,"오토","LPG","하늘색","N",70,5
2890,"기아","중형차",38121,"오토","가솔린","쥐색","N",28,3
1290,"현대","중형차",60395,"오토","디젤","흰색","N",83,0
2640,"현대","중형차",28316,"오토","가솔린","흰색","N",36,1
1100,"현대","중형차",149639,"오토","LPG","흰색","N",60,2
1990,"현대","중형차",41465,"오토","LPG","쥐색","N",38,1
530,"현대","중형차",131397,"오토","LPG","검정색","N",138,2
720,"기아","중형차",174698,"오토","가솔린","흰색","N",108,1
299,"현대","중형차",130708,"오토","가솔린","검정색","N",164,6
1010,"현대","중형차",106731,"오토","LPG","흰색","Y",50,1
1759,"현대","중형차",24428,"오토","가솔린","흰색","N",96,1
999,"기아","중형차",123079,"오토","가솔린","흰색","Y",85,1
2870,"기아","중형차",1808,"오토","가솔린","흰색","N",2,0
580,"기아","중형차",175101,"오토","가솔린","검정색","N",143,3
560,"현대","중형차",124429,"오토","가솔린","흰색","Y",128,4
560,"현대","중형차",142996,"오토","가솔린","은색","N",122,1
550,"현대","중형차",53199,"오토","가솔린","검정색","N",150,3
620,"기아","중형차",121800,"오토","가솔린","검정색","N",123,1
499,"현대","중형차",78214,"오토","LPG","은색","N",172,2
350,"현대","중형차",145260,"오토","가솔린","검정색","N",149,6
1234,"기아","중형차",108793,"오토","가솔린","흰색","N",82,0
1190,"기아","중형차",108116,"오토","가솔린","쥐색","N",96,5
579,"현대","중형차",123000,"오토","가솔린","흰색","N",129,2
430,"기아","중형차",195153,"오토","LPG","흰색","N",136,3
2770,"기아","중형차",22651,"오토","가솔린","검정색","N",13,2
2250,"현대","중형차",25693,"오토","가솔린","흰색","N",36,1
2470,"현대","중형차",54549,"오토","가솔린","쥐색","N",36,0
790,"기아","중형차",188563,"오토","LPG","흰색","N",107,1
3080,"현대","중형차",9305,"오토","가솔린","쥐색","N",9,0
1849,"현대","중형차",25713,"오토","가솔린","흰색","N",37,0
1399,"현대","중형차",54109,"오토","가솔린","쥐색","Y",49,1
1900,"현대","중형차",13509,"오토","가솔린","흰색","N",50,2
1180,"현대","중형차",47000,"오토","가솔린","검정색","N",94,4
2700,"기아","중형차",24326,"오토","가솔린","검정색","N",30,1
1420,"현대","중형차",81863,"오토","가솔린","흰색","N",59,1
2800,"기아","중형차",31864,"오토","가솔린","검정색","N",24,3
840,"현대","중형차",219065,"오토","LPG","검정색","N",87,5
2970,"기아","중형차",20597,"오토","가솔린","청색","N",26,0
499,"기아","중형차",190126,"오토","LPG","연금색","N",133,1
550,"현대","중형차",110557,"오토","LPG","흰색","N",149,4
1110,"기아","중형차",139910,"오토","LPG","검정색","Y",72,3
580,"기아","중형차",160753,"오토","가솔린","검정색","N",122,4
1990,"기아","중형차",38942,"오토","가솔린","흰색","N",38,0
390,"현대","중형차",91295,"오토","가솔린","은회색","Y",157,2
620,"기아","중형차",123528,"오토","가솔린","은색","N",128,1
1599,"기아","중형차",66863,"오토","가솔린","검정색","N",50,1
540,"현대","중형차",106043,"오토","가솔린","검정색","Y",150,5
890,"현대","중형차",159618,"오토","LPG","검정색","N",84,2
570,"현대","중형차",115265,"오토","LPG","은색","N",134,3
640,"현대","중형차",114924,"오토","가솔린","흰색","N",123,3
2340,"현대","중형차",13817,"오토","LPG","쥐색","N",20,1
1620,"현대","중형차",57690,"오토","가솔린","검정색","N",55,2
600,"현대","중형차",73451,"오토","가솔린","흰색","N",153,1
499,"현대","중형차",119339,"오토","가솔린","흰색","Y",138,3
2590,"현대","중형차",53000,"오토","가솔린","흰색","N",39,2
630,"현대","중형차",115151,"오토","LPG","흰색","N",114,2
2040,"현대","중형차",30100,"오토","가솔린","쥐색","Y",51,2
620,"현대","중형차",86932,"오토","LPG","흰색","Y",114,2
880,"현대","중형차",140000,"오토","LPG","쥐색","N",107,0
1060,"현대","중형차",137000,"오토","가솔린","흰색","Y",99,5
1740,"현대","중형차",31796,"오토","가솔린","흰색","N",42,1
1450,"기아","중형차",58712,"오토","LPG","흰색","N",38,1
1260,"현대","중형차",61953,"오토","LPG","청색","N",94,6
350,"현대","중형차",210524,"오토","가솔린","흰색","Y",150,1
1390,"기아","중형차",53162,"오토","가솔린","진주색","Y",74,2
580,"기아","중형차",142701,"오토","LPG","은색","N",142,5
1500,"현대","중형차",26528,"오토","LPG","쥐색","N",41,0
280,"현대","중형차",112272,"오토","가솔린","흰색","N",207,5
650,"기아","중형차",88012,"오토","LPG","검정색","N",112,3
750,"현대","중형차",159237,"오토","LPG","은색","N",65,2
1390,"현대","중형차",134024,"오토","가솔린","흰색","N",60,1
490,"현대","중형차",90659,"오토","가솔린","검정색","N",157,2
600,"기아","중형차",201535,"오토","가솔린","검정색","N",119,3
1899,"현대","중형차",21838,"오토","LPG","흰색","N",88,4
1590,"기아","중형차",45111,"오토","가솔린","검정색","N",73,2
1560,"현대","중형차",60941,"오토","가솔린","쥐색","N",50,0
1380,"현대","중형차",81887,"오토","LPG","쥐색","N",93,3
370,"현대","중형차",125032,"오토","가솔린","은색","N",174,5
280,"현대","중형차",177589,"오토","가솔린","은색","Y",172,2
1990,"현대","중형차",55088,"오토","LPG","쥐색","N",25,1
1750,"기아","중형차",82272,"오토","가솔린","검정색","N",43,1
1199,"기아","중형차",62280,"오토","가솔린","흰색","N",97,2
1520,"기아","중형차",56173,"오토","LPG","쥐색","N",50,2
2340,"현대","중형차",48623,"오토","가솔린","흰색","N",24,1
1999,"현대","중형차",67343,"오토","가솔린","흰색","N",33,1
1850,"현대","중형차",54362,"오토","LPG","흰색","N",62,1
1570,"현대","중형차",100166,"오토","가솔린","흰색","N",74,1
1799,"현대","중형차",27064,"오토","가솔린","쥐색","N",40,0
580,"현대","중형차",117609,"오토","가솔린","은색","N",143,2
390,"현대","중형차",76633,"오토","가솔린","검정색","N",166,2
780,"기아","중형차",136184,"오토","LPG","검정색","N",85,5
619,"기아","중형차",158427,"오토","가솔린","흰색","Y",114,3
430,"현대","중형차",190456,"오토","LPG","은색","N",150,2
950,"현대","중형차",84665,"오토","LPG","흰색","N",116,2
1690,"기아","중형차",64814,"오토","가솔린","검정색","N",48,2
1550,"현대","중형차",63330,"오토","가솔린","흰색","N",79,1
680,"현대","중형차",147281,"오토","가솔린","은색","N",118,4
2050,"기아","중형차",44376,"오토","가솔린","청색","N",34,2
1480,"현대","중형차",120008,"오토","가솔린","흰색","N",95,6
2430,"현대","중형차",58063,"오토","가솔린","흰색","N",38,1
2520,"기아","중형차",17005,"오토","가솔린","쥐색","N",13,1
2980,"기아","중형차",32649,"오토","가솔린","흰색","N",31,0
385,"현대","중형차",171333,"오토","가솔린","검정색","Y",148,2
2220,"현대","중형차",39735,"오토","LPG","쥐색","N",33,0
1200,"현대","중형차",115617,"오토","LPG","흰색","N",62,2
2930,"기아","중형차",10878,"오토","가솔린","쥐색","N",30,1
1520,"기아","중형차",83750,"오토","가솔린","검정색","N",75,0
410,"기아","중형차",260266,"오토","LPG","흰색","N",136,3
2220,"현대","중형차",44840,"오토","가솔린","쥐색","N",38,1
2490,"기아","중형차",24108,"오토","가솔린","검정색","N",29,3
1990,"현대","중형차",42865,"오토","LPG","흰색","N",38,0
1650,"기아","중형차",76749,"오토","디젤","검정색","N",50,2
1470,"현대","중형차",74460,"오토","LPG","흰색","N",53,1
690,"기아","중형차",172086,"오토","LPG","쥐색","N",84,2
2120,"현대","중형차",55362,"오토","가솔린","검정색","N",38,3
370,"현대","중형차",234315,"오토","LPG","흰색","Y",149,10
535,"현대","중형차",158927,"오토","가솔린","검정색","N",141,4
1570,"현대","중형차",76082,"오토","가솔린","흰색","N",64,1
1150,"기아","중형차",79922,"오토","가솔린","흰색","N",102,3
1550,"기아","중형차",70086,"오토","가솔린","검정색","N",48,1
2930,"현대","중형차",39896,"오토","가솔린","쥐색","N",30,0
1150,"기아","중형차",99604,"오토","LPG","흰색","Y",52,2
520,"기아","중형차",260000,"오토","LPG","흰색","N",84,1
1799,"현대","중형차",17563,"오토","가솔린","검정색","N",58,1
1520,"현대","중형차",45702,"오토","가솔린","검정색","N",70,1
1130,"현대","중형차",70470,"오토","LPG","은하색","N",91,2
2560,"현대","중형차",53167,"오토","가솔린","흰색","N",34,1
1090,"현대","중형차",69857,"오토","LPG","은색","Y",44,2
890,"기아","중형차",125075,"오토","디젤","검정색","N",76,3
880,"현대","중형차",91114,"오토","LPG","진주색","N",95,3
1720,"기아","중형차",23806,"오토","가솔린","흰색","N",76,1
1499,"기아","중형차",64593,"오토","LPG","청색","N",65,1
1039,"현대","중형차",89694,"오토","가솔린","흰색","Y",82,0
2320,"현대","중형차",22480,"오토","가솔린","흰색","N",24,1
590,"기아","중형차",133400,"오토","LPG","쥐색","Y",143,2
630,"기아","중형차",123814,"오토","가솔린","흰색","N",129,4
650,"현대","중형차",131500,"오토","가솔린","진주색","N",152,6
2780,"기아","중형차",39389,"오토","가솔린","쥐색","N",22,1
1200,"현대","중형차",51015,"오토","가솔린","은색","N",80,2
2899,"기아","중형차",36479,"오토","가솔린","쥐색","N",26,0
1070,"현대","중형차",130907,"오토","LPG","흰색","N",69,4
639,"기아","중형차",99416,"오토","가솔린","흰색","N",137,5
730,"현대","중형차",109506,"오토","가솔린","쥐색","N",100,3
750,"현대","중형차",75000,"오토","가솔린","검정색","Y",97,2
1080,"현대","중형차",130000,"오토","LPG","흰색","N",92,2
499,"현대","중형차",207281,"오토","LPG","은색","N",112,2
550,"현대","중형차",144063,"오토","가솔린","검정색","N",120,6
430,"현대","중형차",170508,"오토","가솔린","청색","Y",153,5
2440,"기아","중형차",19710,"오토","가솔린","흰색","N",27,1
1650,"현대","중형차",112383,"오토","가솔린","흰색","N",38,2
999,"기아","중형차",116442,"오토","가솔린","흰색","N",68,2
1790,"현대","중형차",94177,"오토","LPG","쥐색","N",30,1
1690,"기아","중형차",52263,"오토","가솔린","쥐색","N",51,1
1190,"현대","중형차",119300,"오토","가솔린","검정색","Y",70,1
840,"현대","중형차",136803,"오토","가솔린","검정색","N",114,5
2090,"기아","중형차",59238,"오토","가솔린","청색","N",50,1
1150,"현대","중형차",172042,"오토","LPG","흰색","N",56,1
740,"현대","중형차",161048,"오토","가솔린","흰색","N",97,2
1150,"현대","중형차",109441,"오토","LPG","검정색","N",73,3
2250,"기아","중형차",40768,"오토","가솔린","청색","N",40,4
940,"기아","중형차",126924,"오토","LPG","흰색","N",93,3
450,"현대","중형차",174701,"오토","LPG","흰색","N",115,1
1199,"현대","중형차",125457,"오토","LPG","흰색","N",60,2
2980,"기아","중형차",23354,"오토","가솔린","흰색","N",21,0
1990,"기아","중형차",37759,"오토","가솔린","쥐색","N",43,1
2199,"현대","중형차",32289,"오토","가솔린","쥐색","N",28,2
1360,"현대","중형차",103811,"오토","가솔린","검정색","Y",61,1
1780,"기아","중형차",101303,"오토","LPG","흰색","N",41,2
580,"현대","중형차",67000,"오토","가솔린","흰색","N",134,1
1040,"기아","중형차",162420,"오토","디젤","은색","N",80,5
2450,"현대","중형차",19070,"오토","가솔린","흰색","N",27,0
497,"현대","중형차",77005,"오토","가솔린","흰색","N",181,1
970,"기아","중형차",108491,"오토","디젤","쥐색","Y",77,4
370,"현대","중형차",126457,"오토","가솔린","은색","N",172,4
270,"현대","중형차",294919,"오토","LPG","은색","Y",114,3
940,"기아","중형차",142521,"오토","LPG","은회색","N",83,1
350,"현대","중형차",163032,"오토","가솔린","은회색","N",152,2
1060,"기아","중형차",146173,"오토","LPG","은회색","N",43,1
420,"현대","중형차",146506,"오토","가솔린","은색","N",153,11
3050,"기아","중형차",28763,"오토","가솔린","쥐색","N",29,1
850,"기아","중형차",186784,"오토","가솔린","흰색","N",92,1
390,"현대","중형차",195542,"오토","LPG","은색","N",144,1
610,"현대","중형차",186000,"오토","가솔린","흰색","N",80,3
1570,"기아","중형차",107224,"오토","가솔린","검정색","N",43,2
1590,"현대","중형차",44997,"오토","가솔린","흰색","N",72,1
499,"현대","중형차",80000,"오토","LPG","은색","N",162,3
780,"현대","중형차",50259,"오토","가솔린","흰색","N",142,1
1650,"기아","중형차",63930,"오토","가솔린","쥐색","N",46,1
420,"현대","중형차",258292,"오토","LPG","검정색","N",136,3
2780,"기아","중형차",20700,"오토","가솔린","검정색","N",20,0
1559,"현대","중형차",61855,"오토","LPG","쥐색","N",53,3
1490,"현대","중형차",65159,"오토","가솔린","흰색","N",61,1
540,"기아","중형차",131482,"오토","LPG","흰색","N",145,6
1950,"기아","중형차",73000,"오토","가솔린","흰색","N",66,2
1870,"현대","중형차",82736,"오토","가솔린","흰색","N",38,1
2540,"현대","중형차",15036,"오토","가솔린","흰색","N",25,1
700,"기아","중형차",121000,"오토","가솔린","진주색","N",134,4
725,"현대","중형차",174966,"오토","LPG","은색","N",66,4
2300,"기아","중형차",55912,"오토","LPG","쥐색","N",25,1
1320,"현대","중형차",50120,"오토","LPG","은색","N",25,2
1670,"현대","중형차",32258,"오토","가솔린","은회색","N",54,2
379,"현대","중형차",156000,"오토","LPG","쥐색","Y",138,6
1469,"기아","중형차",71573,"오토","LPG","쥐색","N",44,2
3150,"기아","중형차",29309,"오토","가솔린","자주색","N",25,1
2850,"기아","중형차",66500,"오토","가솔린","청색","N",25,2
830,"기아","중형차",110000,"오토","가솔린","검정색","N",125,6
790,"현대","중형차",131180,"오토","LPG","빨간색","Y",101,4
430,"현대","중형차",259393,"오토","LPG","검정색","N",116,4
720,"현대","중형차",52558,"오토","가솔린","흰색","N",134,0
2240,"현대","중형차",26405,"오토","가솔린","은회색","N",18,1
550,"기아","중형차",57915,"오토","가솔린","흰색","N",92,2
1099,"현대","중형차",84796,"오토","가솔린","은색","Y",98,4
820,"현대","중형차",129774,"오토","LPG","흰색","Y",82,3
900,"현대","중형차",156130,"오토","LPG","쥐색","N",97,6
630,"현대","중형차",188057,"오토","LPG","흰색","N",84,1
890,"기아","중형차",64000,"오토","가솔린","흰색","N",143,6
1450,"기아","중형차",67627,"오토","가솔린","검정색","N",80,2
650,"현대","중형차",138100,"오토","가솔린","진주색","N",141,4
1650,"기아","중형차",76071,"오토","LPG","검정색","N",61,1
1250,"기아","중형차",117057,"오토","디젤","흰색","Y",83,3
1150,"기아","중형차",133225,"오토","LPG","흰색","N",75,3
1189,"현대","중형차",147000,"오토","LPG","흰색","N",56,2
349,"현대","중형차",171000,"오토","가솔린","검정색","N",153,4
1750,"현대","중형차",29386,"오토","가솔린","검정색","N",57,3
370,"현대","중형차",213557,"오토","가솔린","은색","Y",153,2
1090,"현대","중형차",129000,"오토","LPG","흰색","Y",63,1
490,"현대","중형차",173082,"오토","LPG","흰색","N",149,2
590,"현대","중형차",198961,"오토","LPG","흰색","N",111,2
450,"기아","중형차",185876,"오토","LPG","검정색","N",124,2
1850,"기아","중형차",83310,"오토","가솔린","흰색","Y",49,0
570,"기아","중형차",199376,"오토","가솔린","검정색","N",118,7
1670,"현대","중형차",77237,"오토","가솔린","검정색","N",42,2
1180,"기아","중형차",75229,"오토","가솔린","흰색","N",109,4
2330,"현대","중형차",50045,"오토","가솔린","흰색","N",24,1
520,"현대","중형차",142754,"오토","가솔린","흰색","N",154,5
450,"기아","중형차",185658,"오토","LPG","은색","N",144,4
1640,"기아","중형차",77268,"오토","가솔린","검정색","N",78,0
500,"현대","중형차",185719,"오토","가솔린","검정색","N",141,5
1420,"현대","중형차",37621,"오토","가솔린","검정색","N",58,1
1320,"현대","중형차",64632,"오토","가솔린","검정색","N",55,1
1599,"현대","중형차",49702,"오토","가솔린","흰색","N",99,1
1780,"현대","중형차",23010,"오토","가솔린","흰색","N",58,1
1450,"기아","중형차",110249,"오토","LPG","흰색","N",49,1
2650,"기아","중형차",15703,"오토","가솔린","쥐색","N",13,1
550,"현대","중형차",177200,"오토","LPG","흰색","N",144,5
530,"기아","중형차",100312,"오토","가솔린","은회색","N",145,7
1790,"현대","중형차",58798,"오토","가솔린","흰색","N",87,1
1190,"현대","중형차",126093,"오토","LPG","검정색","N",68,1
1750,"현대","중형차",65146,"오토","가솔린","쥐색","N",50,0
560,"현대","중형차",188713,"오토","LPG","흰색","N",118,2
466,"기아","중형차",217926,"오토","LPG","쥐색","N",140,6
420,"현대","중형차",175664,"오토","가솔린","쥐색","N",137,3
