"price";"date";"aptName";"dongName";"householdCnt";"floorAreaRate";"parkingLotCnt";"exclusiveArea";"floor"
"1865";19.4;"2020-07-04";"강남데시앙포레";"수서동";787;165;957;114.45;13
"1866";13.46;"2020-07-04";"강남데시앙포레";"수서동";787;165;957;59.81;1
"1867";14.25;"2020-07-04";"경남";"도곡동";348;356;389;59.76;18
"1868";18.4;"2020-07-04";"도곡한라비발디";"도곡동";110;249;156;84.8861;5
"1869";30;"2020-07-04";"도곡렉슬";"도곡동";3002;274;4443;120.8233;21
"1870";3.95;"2020-07-04";"현대비젼21";"도곡동";232;990;291;34.995;21
"1871";14.5;"2020-07-04";"도곡한신";"도곡동";421;212;0;58.46;4
"1872";17.9;"2020-07-04";"역삼럭키";"도곡동";1094;248;1077;84.97;7
"1873";17.35;"2020-07-04";"개포럭키";"도곡동";128;187;130;79.89;6
"1874";14.5;"2020-07-05";"대림역삼";"역삼동";129;325;129;59.99;11
"1875";1.8;"2020-07-05";"요진와이시티미니(도시형)";"역삼동";91;249;22;12.94;3
"1876";3.5;"2020-07-05";"역삼디오빌";"역삼동";457;966;338;30.03;18
"1877";11.7;"2020-07-05";"삼성힐스테이트1단지";"삼성동";1144;276;1529;31.402;19
"1878";14.7;"2020-07-05";"래미안신사";"신사동";63;206;82;84.89;4
"1879";13.5;"2020-07-05";"푸른마을";"일원동";930;249;930;59.76;13
"1880";9.5;"2020-07-05";"신동아";"수서동";1162;203;325;33.18;10
"1881";7.45;"2020-07-05";"양재SK허브프리모";"도곡동";176;629;261;63.09;18
"1882";5.88;"2020-07-05";"도곡스타빌";"도곡동";15;249;15;60.66;6
"1883";26;"2020-07-06";"현대까르띠에710";"역삼동";137;298;340;149.7;8
"1884";25;"2020-07-06";"개나리SK뷰";"역삼동";240;257;397;84.99;22
"1885";22.5;"2020-07-06";"역삼푸르지오";"역삼동";738;283;753;84.9097;3
"1886";4.4;"2020-07-06";"역삼디오빌";"역삼동";457;966;338;36.96;4
"1887";4;"2020-07-06";"역삼디오빌";"역삼동";457;966;338;39.13;18
"1888";19.55;"2020-07-06";"우성3차";"개포동";405;179;450;104.43;3
"1889";19.6;"2020-07-06";"래미안블레스티지";"개포동";1957;249;3153;59.837;10
"1890";11;"2020-07-06";"대원칸타빌";"신사동";130;293;170;59.73;11
"1891";27;"2020-07-06";"논현동양파라곤";"논현동";203;264;572;157.41;11
"1892";28.75;"2020-07-06";"미성2차";"압구정동";911;0;1093;140.9;1
"1893";48;"2020-07-06";"현대6,7차";"압구정동";1288;210;1120;196.7;9
"1894";48;"2020-07-06";"현대65동(대림아크로빌)";"압구정동";56;240;89;196.7;9
"1895";24.8;"2020-07-06";"현대3차";"압구정동";432;0;864;82.56;8
"1896";13;"2020-07-06";"세곡푸르지오";"세곡동";912;174;1148;74.74;14
"1897";18;"2020-07-06";"래미안강남힐즈";"자곡동";1020;159;1554;101.54;1
"1898";8.5;"2020-07-06";"수서1-2단지";"일원동";720;177;529;39.98;7
"1899";23;"2020-07-06";"래미안개포루체하임";"일원동";850;249;1301;84.99;18
"1900";8.3;"2020-07-06";"까치마을";"수서동";1404;208;1410;34.44;2
"1901";18.1;"2020-07-06";"수서한아름";"수서동";498;249;996;163.68;7
"1902";9.5;"2020-07-06";"까치마을";"수서동";1404;208;1410;39.6;13
"1903";27;"2020-07-06";"타워팰리스3차";"도곡동";480;791;1785;141.648;40
"1904";22;"2020-07-06";"아카데미스위트";"도곡동";414;996;808;164.87;30
"1905";29.5;"2020-07-07";"개나리SK뷰";"역삼동";240;257;397;127.27;22
"1906";11.1;"2020-07-07";"대청";"개포동";822;0;700;39.53;7
"1907";11.1;"2020-07-07";"대치2단지";"개포동";1758;174;1758;39.53;7
"1908";18;"2020-07-07";"개포주공5단지";"개포동";940;151;912;61.19;2
"1909";28;"2020-07-07";"우성3차";"개포동";405;179;450;161;1
"1910";3.97;"2020-07-07";"선릉LG에클라트(B동)";"삼성동";293;700;161;36.47;14
"1911";18.15;"2020-07-07";"현대타워";"삼성동";30;1046;151;149.99;20
"1912";15.8;"2020-07-07";"논현동부센트레빌";"논현동";160;298;239;84.9875;2
"1913";3.95;"2020-07-07";"마일스디오빌";"논현동";260;599;200;36.29;4
"1914";18.7;"2020-07-07";"논현동부센트레빌";"논현동";160;298;239;114.498;4
"1915";38.9;"2020-07-07";"현대6,7차";"압구정동";1288;210;1120;157.36;8
"1916";38.9;"2020-07-07";"현대65동(대림아크로빌)";"압구정동";56;240;89;157.36;8
"1917";11.5;"2020-07-07";"세곡리엔파크3단지";"세곡동";363;160;407;84.96;1
"1918";12;"2020-07-07";"강남데시앙파크";"세곡동";546;169;850;84.95;6
"1919";17.8;"2020-07-07";"래미안강남힐즈";"자곡동";1020;159;1554;101.94;5
"1920";17.45;"2020-07-07";"도곡한신";"도곡동";421;212;0;84.74;6
"1921";18.8;"2020-07-07";"도곡쌍용예가";"도곡동";384;298;418;107.53;1
"1922";2.64;"2020-07-07";"대우양재디오빌";"도곡동";155;882;123;25.89;6
"1923";19.5;"2020-07-07";"타워팰리스1차";"도곡동";1297;919;3695;84.15;36
"1924";7.2;"2020-07-08";"역삼우정에쉐르1";"역삼동";69;548;69;71.78;5
"1925";18.8;"2020-07-08";"역삼자이";"역삼동";408;299;615;59.9977;20
"1926";30;"2020-07-08";"래미안그레이튼3차";"역삼동";476;271;582;142.06;10
"1927";10;"2020-07-08";"대청";"개포동";822;0;700;33.18;4
"1928";10;"2020-07-08";"대치2단지";"개포동";1758;174;1758;33.18;4
"1929";26.4;"2020-07-08";"래미안블레스티지";"개포동";1957;249;3153;84.95;7
"1930";24.8;"2020-07-08";"래미안블레스티지";"개포동";1957;249;3153;84.943;10
"1931";18.8;"2020-07-08";"우성8차";"개포동";261;192;138;78.93;2
"1932";9.9;"2020-07-08";"대청";"개포동";822;0;700;33.18;12
"1933";9.9;"2020-07-08";"대치2단지";"개포동";1758;174;1758;33.18;12
"1934";4.4;"2020-07-08";"대치대우아이빌명문가";"대치동";210;637;210;46.23;10
"1935";17.2;"2020-07-08";"동현";"논현동";548;174;1096;84.92;6
"1936";20;"2020-07-08";"현대3차";"압구정동";432;0;864;82.5;5
"1937";44.6;"2020-07-08";"현대6,7차";"압구정동";1288;210;1120;196.7;1
"1938";44.6;"2020-07-08";"현대65동(대림아크로빌)";"압구정동";56;240;89;196.7;1
"1939";11.4;"2020-07-08";"세곡푸르지오";"세곡동";912;174;1148;59.89;7
"1940";16.95;"2020-07-08";"래미안강남힐즈";"자곡동";1020;159;1554;101.94;5
"1941";18.5;"2020-07-08";"도곡쌍용예가";"도곡동";384;298;418;108.2;1
"1942";7;"2020-07-09";"공간쉐르빌";"역삼동";17;269;15;79.48;3
"1943";25.5;"2020-07-09";"개나리SK뷰";"역삼동";240;257;397;84.99;4
"1944";20;"2020-07-09";"역삼2차아이파크";"역삼동";150;273;200;84.587;4
"1945";23;"2020-07-09";"역삼롯데캐슬노블";"역삼동";117;249;317;242.82;15
"1946";22.1;"2020-07-09";"역삼래미안";"역삼동";1050;276;1066;80.87;9
"1947";28;"2020-07-09";"래미안블레스티지";"개포동";1957;249;3153;99.967;6
"1948";3.4;"2020-07-09";"라테라스청담(도시형)";"청담동";88;358;53;18.62;8
"1949";19.5;"2020-07-09";"래미안삼성1차(201동)";"삼성동";36;205;52;84.9;2
"1950";3.3;"2020-07-09";"대치대우아이빌명문가";"대치동";210;637;210;33.06;10
"1951";3.28;"2020-07-09";"대치대우아이빌명문가";"대치동";210;637;210;33.06;9
"1952";17.3;"2020-07-09";"대원칸타빌";"신사동";130;293;170;113.31;11
"1953";12.1;"2020-07-09";"쌍용";"논현동";111;333;105;84.87;4
"1954";10.9;"2020-07-09";"로체샤르캐슬";"논현동";17;199;28;105.99;4
"1955";21.5;"2020-07-09";"한양5차";"압구정동";343;192;172;102.22;1
"1956";31.25;"2020-07-09";"현대8차";"압구정동";515;173;0;163.67;4
"1957";46.5;"2020-07-09";"현대1,2차";"압구정동";960;224;720;196.21;5
"1958";47;"2020-07-09";"현대1,2차";"압구정동";960;224;720;196.21;3
"1959";11.5;"2020-07-09";"강남데시앙파크";"세곡동";546;169;850;84.97;8
"1960";15;"2020-07-09";"래미안강남힐즈";"자곡동";1020;159;1554;91.95;8
"1961";10.5;"2020-07-09";"수서1-2단지";"일원동";720;177;529;51.76;2
"1962";8.7;"2020-07-09";"수서1-2단지";"일원동";720;177;529;39.98;8
"1963";16.5;"2020-07-09";"대림";"도곡동";197;251;252;84.93;13
"1964";13.6;"2020-07-09";"극동스타클래스";"도곡동";96;629;142;111.38;15
"1965";27;"2020-07-09";"도곡삼성래미안";"도곡동";732;291;1122;122.81;11
"1966";8.1;"2020-07-10";"역삼IPARK";"역삼동";541;273;914;28.246;17
"1967";13.95;"2020-07-10";"석탑";"삼성동";139;361;139;59.82;11
"1968";7.7;"2020-07-10";"현대";"삼성동";198;251;275;32.61;14
"1969";3.9;"2020-07-10";"마일스디오빌";"논현동";260;599;200;36.29;8
"1970";13.9;"2020-07-10";"논현월드메르디앙";"논현동";82;236;107;115.9483;1
"1971";10.4;"2020-07-10";"강남신동아파밀리에1단지";"세곡동";395;198;422;59.97;8
"1972";12.3;"2020-07-10";"세곡푸르지오";"세곡동";912;174;1148;74.74;2
"1973";18;"2020-07-10";"래미안강남힐즈";"자곡동";1020;159;1554;101.95;9
"1974";17;"2020-07-10";"한솔마을";"일원동";570;108;1140;84.73;1
"1975";8.3;"2020-07-10";"까치마을";"수서동";1404;208;1410;34.44;3
"1976";15.45;"2020-07-10";"강남데시앙포레";"수서동";787;165;957;84.92;4
"1977";9.1;"2020-07-11";"현대하이츠";"역삼동";12;287;15;111.96;2
"1978";21;"2020-07-11";"경남";"개포동";678;174;816;96.98;12
"1979";17.2;"2020-07-11";"개포주공5단지";"개포동";940;151;912;61.19;1
"1980";16.98;"2020-07-11";"우성6차";"개포동";270;106;270;79.97;4
"1981";10;"2020-07-11";"대청";"개포동";822;0;700;33.18;4
"1982";10;"2020-07-11";"대치2단지";"개포동";1758;174;1758;33.18;4
"1983";13.4;"2020-07-11";"청담삼성1차";"청담동";158;314;160;59.4;4
"1984";4.48;"2020-07-11";"테헤란로대우아이빌";"대치동";371;1096;180;35.51;24
"1985";11.5;"2020-07-11";"세곡리엔파크3단지";"세곡동";363;160;407;84.96;6
"1986";13.9;"2020-07-11";"강남LH1단지(e편한세상)";"세곡동";809;173;998;84.83;6
"1987";13.8;"2020-07-11";"세곡푸르지오";"세곡동";912;174;1148;84.84;8
"1988";19;"2020-07-11";"우성7차";"일원동";802;157;641;83.69;10
"1989";23.4;"2020-07-11";"래미안개포루체하임";"일원동";850;249;1301;84.97;6
"1990";14.35;"2020-07-11";"경남";"도곡동";348;356;389;59.76;2
"1991";9;"2020-07-12";"역삼우성빌라트";"역삼동";19;267;23;129.72;4
"1992";20;"2020-07-12";"래미안블레스티지";"개포동";1957;249;3153;59.967;3
"1993";12.5;"2020-07-12";"세곡리엔파크3단지";"세곡동";363;160;407;84.96;8
"1994";11;"2020-07-12";"강남LH1단지(e편한세상)";"세곡동";809;173;998;59.89;3
"1995";13;"2020-07-12";"세곡푸르지오";"세곡동";912;174;1148;74.74;5
"1996";16.4;"2020-07-12";"현대그린";"도곡동";171;304;156;84.93;16
"1997";12.6;"2020-07-13";"까치마을";"수서동";1404;208;1410;49.5;6
"1998";9;"2020-07-13";"까치마을";"수서동";1404;208;1410;34.44;11
"1999";19.1;"2020-07-13";"도곡한신";"도곡동";421;212;0;117.57;3
"2000";16.2;"2020-07-13";"도곡쌍용예가";"도곡동";384;298;418;66;3
"2001";14;"2020-07-13";"극동스타클래스";"도곡동";96;629;142;112.75;14
"2002";24.9;"2020-07-14";"테헤란아이파크";"역삼동";411;255;589;92.6232;9
"2003";4.075;"2020-07-14";"선릉LG에클라트(A동)";"삼성동";125;341;88;36.16;4
"2004";20.5;"2020-07-14";"은마";"대치동";4424;204;3021;76.79;2
"2005";31.3;"2020-07-14";"대치아이파크";"대치동";768;274;1171;119.58;3
"2006";20;"2020-07-14";"은마";"대치동";4424;204;3021;76.79;12
"2007";21.5;"2020-07-14";"은마";"대치동";4424;204;3021;84.43;3
"2008";14.9;"2020-07-14";"수서한아름";"수서동";498;249;996;97.63;9
"2009";20;"2020-07-14";"도곡한신";"도곡동";421;212;0;117.57;5
"2010";13.9;"2020-07-14";"현대아이리스";"도곡동";17;232;29;127.36;6
"2011";30.9;"2020-07-15";"역삼IPARK";"역삼동";541;273;914;130.156;12
"2012";13.7;"2020-07-15";"쌍용플래티넘밸류";"역삼동";166;640;166;116.67;6
"2013";25;"2020-07-15";"현대1차";"개포동";416;179;453;128.62;12
"2014";2.5;"2020-07-15";"대치대우아이빌멤버스4차";"대치동";134;634;134;25.513;11
"2015";14;"2020-07-15";"세곡푸르지오";"세곡동";912;174;1148;84.84;7
"2016";16;"2020-07-15";"개포현대4차";"일원동";142;199;99;84.98;12
"2017";14.5;"2020-07-15";"동익";"수서동";330;199;314;84.46;1
"2018";26.8;"2020-07-15";"강남더샵포레스트";"수서동";400;199;840;146.7139;2
"2019";13.45;"2020-07-15";"울트라멤버스";"도곡동";19;296;40;84.96;7
"2020";18.3;"2020-07-15";"도곡쌍용예가";"도곡동";384;298;418;107.53;1
"2021";20;"2020-07-16";"래미안블레스티지";"개포동";1957;249;3153;59.967;17
"2022";27;"2020-07-16";"현대10차";"압구정동";144;228;187;108.15;8
"2023";17.25;"2020-07-16";"가람";"일원동";496;109;496;75.16;4
"2024";12.95;"2020-07-16";"푸른마을";"일원동";930;249;930;59.76;1
"2025";9.55;"2020-07-16";"까치마을";"수서동";1404;208;1410;39.6;14
"2026";16.5;"2020-07-16";"역삼우성";"도곡동";390;185;468;84.83;8
"2027";24.9;"2020-07-16";"타워팰리스2차";"도곡동";813;923;2376;115.63;16
"2028";14.88;"2020-07-17";"대청";"개포동";822;0;700;60;5
"2029";14.88;"2020-07-17";"대치2단지";"개포동";1758;174;1758;60;5
"2030";7.75;"2020-07-17";"개포주공6단지";"개포동";1060;0;300;53.06;5
"2031";7.75;"2020-07-17";"개포주공7단지";"개포동";900;0;400;53.06;5
"2032";26;"2020-07-17";"신현대(현대9,11,12차)";"압구정동";1924;0;2800;109.24;7
"2033";13.98;"2020-07-17";"강남데시앙포레";"수서동";787;165;957;59.42;9
"2034";35.9;"2020-07-17";"도곡렉슬";"도곡동";3002;274;4443;134.9023;14
"2035";10.24;"2020-07-18";"대청";"개포동";822;0;700;33.18;14
"2036";10.24;"2020-07-18";"대치2단지";"개포동";1758;174;1758;33.18;14
"2037";15.9;"2020-07-18";"청담현대3차";"청담동";317;324;421;59.95;3
"2038";8.4;"2020-07-18";"논현신동아파밀리에";"논현동";644;245;684;35.73;7
"2039";14;"2020-07-18";"세곡푸르지오";"세곡동";912;174;1148;84.83;6
"2040";12.15;"2020-07-18";"강남LH1단지(e편한세상)";"세곡동";809;173;998;59.99;5
"2041";14.4;"2020-07-18";"세곡푸르지오";"세곡동";912;174;1148;84.83;7
"2042";11.5;"2020-07-18";"세곡푸르지오";"세곡동";912;174;1148;59.89;1
"2043";15;"2020-07-18";"래미안강남힐즈";"자곡동";1020;159;1554;91.96;6
"2044";16.2;"2020-07-18";"강남데시앙포레";"수서동";787;165;957;84.92;12
"2045";14.1;"2020-07-18";"강남데시앙포레";"수서동";787;165;957;59.81;9
"2046";38.2;"2020-07-18";"타워팰리스1차";"도곡동";1297;919;3695;222.48;58
"2047";13.8;"2020-07-18";"타워팰리스1차";"도곡동";1297;919;3695;78.99;58
"2048";21;"2020-07-19";"영동한양1차";"압구정동";936;211;561;63.87;10
"2049";17.5;"2020-07-19";"래미안강남힐즈";"자곡동";1020;159;1554;101.94;13
"2050";14;"2020-07-19";"강남데시앙포레";"수서동";787;165;957;59.97;6
"2051";27;"2020-07-19";"타워팰리스1차";"도곡동";1297;919;3695;137.24;7
"2052";30.4;"2020-07-19";"타워팰리스2차";"도곡동";813;923;2376;144.63;32
"2053";4;"2020-07-20";"한화진넥스빌";"역삼동";294;1045;213;43.58;12
"2054";3.3;"2020-07-20";"역삼디오빌";"역삼동";457;966;338;30.03;14
"2055";11.5;"2020-07-20";"대청";"개포동";822;0;700;39.53;4
"2056";11.5;"2020-07-20";"대치2단지";"개포동";1758;174;1758;39.53;4
"2057";3.5;"2020-07-20";"청담신원아침도시마인(도시형)";"청담동";89;399;42;27.7131;4
"2058";11.5;"2020-07-20";"청학";"논현동";70;220;50;85.12;5
"2059";36;"2020-07-20";"현대6,7차";"압구정동";1288;210;1120;144.7;13
"2060";36;"2020-07-20";"현대65동(대림아크로빌)";"압구정동";56;240;89;144.7;13
"2061";17;"2020-07-20";"래미안강남힐즈";"자곡동";1020;159;1554;101.94;6
"2062";8.99;"2020-07-20";"신동아";"수서동";1162;203;325;33.18;11
"2063";16.4;"2020-07-20";"현대(도곡현대)";"도곡동";211;228;317;84.96;4
"2064";19.5;"2020-07-20";"타워팰리스1차";"도곡동";1297;919;3695;84.15;40
"2065";4;"2020-07-21";"역삼한스빌";"역삼동";216;376;154;39.89;10
"2066";13;"2020-07-21";"쌍용플래티넘밸류";"역삼동";166;640;166;110.57;3
"2067";7.4;"2020-07-21";"역삼우정에쉐르1";"역삼동";69;548;69;71.78;13
"2068";20;"2020-07-21";"개포주공5단지";"개포동";940;151;912;74.25;4
"2069";18.5;"2020-07-21";"삼성롯데";"삼성동";339;337;418;91.77;1
"2070";23;"2020-07-21";"은마";"대치동";4424;204;3021;84.43;9
"2071";17.7;"2020-07-21";"동현";"논현동";548;174;1096;84.92;14
"2072";26.2;"2020-07-21";"신현대(현대9,11,12차)";"압구정동";1924;0;2800;108.88;6
"2073";12.5;"2020-07-21";"강남데시앙파크";"세곡동";546;169;850;84.97;3
"2074";14.5;"2020-07-21";"세곡푸르지오";"세곡동";912;174;1148;84.84;6
"2075";28;"2020-07-21";"래미안도곡카운티";"도곡동";397;261;510;106.39;14
"2076";16.3;"2020-07-22";"개포주공6단지";"개포동";1060;0;300;53.06;3
"2077";16.3;"2020-07-22";"개포주공7단지";"개포동";900;0;400;53.06;3
"2078";35.5;"2020-07-22";"래미안블레스티지";"개포동";1957;249;3153;126.928;24
"2079";14.9;"2020-07-22";"삼성한일";"삼성동";127;285;137;61.23;9
"2080";24.2;"2020-07-22";"래미안삼성2차";"삼성동";275;273;533;105.5;7
"2081";14.85;"2020-07-23";"경남";"역삼동";164;384;228;81.013;7
"2082";4.45;"2020-07-23";"대우디오빌플러스";"역삼동";168;861;289;43.99;13
"2083";3.5;"2020-07-23";"마일스디오빌";"논현동";260;599;200;36.29;3
"2084";35;"2020-07-23";"한양6차";"압구정동";227;0;136;154.12;10
"2085";7.6;"2020-07-23";"까치마을";"수서동";1404;208;1410;34.44;1
"2086";7.8;"2020-07-23";"까치마을";"수서동";1404;208;1410;34.44;4
"2087";23;"2020-07-23";"래미안도곡카운티";"도곡동";397;261;510;71.85;20
"2088";23.3;"2020-07-24";"테헤란아이파크";"역삼동";411;255;589;92.6232;1
"2089";19;"2020-07-24";"개포주공5단지";"개포동";940;151;912;74.25;11
"2090";3.8;"2020-07-24";"선릉LG에클라트(B동)";"삼성동";293;700;161;36.35;13
"2091";14.9;"2020-07-24";"강남LH1단지(e편한세상)";"세곡동";809;173;998;84.83;13
"2092";29;"2020-07-24";"타워팰리스1차";"도곡동";1297;919;3695;164.97;58
"2093";5.27;"2020-07-25";"풍림지오빌";"역삼동";17;299;18;42.8;5
"2094";19.95;"2020-07-25";"역삼롯데캐슬노블";"역삼동";117;249;317;176.03;12
"2095";8;"2020-07-25";"역삼우정에쉐르1";"역삼동";69;548;69;71.78;9
"2096";11.3;"2020-07-25";"대청";"개포동";822;0;700;39.53;12
"2097";11.3;"2020-07-25";"대치2단지";"개포동";1758;174;1758;39.53;12
"2098";11.5;"2020-07-25";"대청";"개포동";822;0;700;39.53;9
"2099";11.5;"2020-07-25";"대치2단지";"개포동";1758;174;1758;39.53;9
"2100";11.2;"2020-07-25";"대청";"개포동";822;0;700;39.53;9
"2101";11.2;"2020-07-25";"대치2단지";"개포동";1758;174;1758;39.53;9
"2102";9;"2020-07-25";"체리빌";"신사동";11;245;17;97.67;6
"2103";19.1;"2020-07-25";"샘터마을";"일원동";628;249;950;101.97;5
"2104";12.5;"2020-07-25";"삼익";"수서동";645;224;650;60;10
"2105";11.3;"2020-07-25";"신동아";"수서동";1162;203;325;49.96;6
"2106";17.2;"2020-07-25";"개포럭키";"도곡동";128;187;130;79.89;7
"2107";54.25;"2020-07-25";"타워팰리스3차";"도곡동";480;791;1785;235.74;67
"2108";21;"2020-07-25";"역삼럭키";"도곡동";1094;248;1077;124.1;15
"2109";15.8;"2020-07-26";"래미안강남힐즈";"자곡동";1020;159;1554;91.95;2
"2110";12.5;"2020-07-26";"수서1-2단지";"일원동";720;177;529;59.94;2
"2111";17;"2020-07-26";"강남데시앙포레";"수서동";787;165;957;84.81;2
"2112";13.6;"2020-07-27";"대청";"개포동";822;0;700;49.86;11
"2113";13.6;"2020-07-27";"대치2단지";"개포동";1758;174;1758;49.86;11
"2114";19.4;"2020-07-27";"개포주공6단지";"개포동";1060;0;300;73.02;7
"2115";19.4;"2020-07-27";"개포주공7단지";"개포동";900;0;400;73.02;7
"2116";17.6;"2020-07-27";"강변삼부";"삼성동";48;336;70;81.943;7
"2117";2.45;"2020-07-27";"선릉역대우아이빌5차";"대치동";150;694;154;25.42;15
"2118";5.5;"2020-07-27";"현대썬앤빌테헤란(도시형)";"대치동";49;249;37;33.31;5
"2119";7.5;"2020-07-27";"하얏트빌";"신사동";15;249;16;65.01;3
"2120";14.5;"2020-07-27";"논현e-편한세상";"논현동";63;249;95;129.1841;5
"2121";47.8;"2020-07-27";"한양8차";"압구정동";90;195;108;210.1;5
"2122";18.5;"2020-07-27";"강남데시앙포레";"수서동";787;165;957;114.45;3
"2123";14.53;"2020-07-27";"경남";"도곡동";348;356;389;59.76;7
"2124";31.45;"2020-07-27";"타워팰리스2차";"도곡동";813;923;2376;164.99;9
"2125";27.5;"2020-07-27";"타워팰리스1차";"도곡동";1297;919;3695;137.24;24
"2126";3.47;"2020-07-28";"한화진넥스빌";"역삼동";294;1045;213;39.2;8
"2127";27;"2020-07-28";"역삼자이";"역삼동";408;299;615;114.019;13
"2128";29.8;"2020-07-28";"현대2차";"개포동";558;156;800;165.08;6
"2129";18.3;"2020-07-28";"청담e-편한세상4차";"청담동";94;247;158;84.57;2
"2130";20.5;"2020-07-28";"은마";"대치동";4424;204;3021;76.79;1
"2131";38.5;"2020-07-28";"동부센트레빌";"대치동";805;297;1824;145.83;17
"2132";11.5;"2020-07-28";"쌍용";"논현동";111;333;105;84.87;4
"2133";9;"2020-07-28";"테크노빌라트";"논현동";18;231;19;80.21;3
"2134";33.9;"2020-07-28";"한양7차";"압구정동";239;320;0;137.55;3
"2135";27;"2020-07-28";"신현대(현대9,11,12차)";"압구정동";1924;0;2800;109.24;11
"2136";13.9;"2020-07-28";"강남데시앙포레";"수서동";787;165;957;59.81;2
"2137";17;"2020-07-28";"대림";"도곡동";197;251;252;84.95;7
"2138";25;"2020-07-28";"포스코트";"도곡동";64;295;204;209.03;14
"2139";22;"2020-07-29";"개포주공5단지";"개포동";940;151;912;83.17;9
"2140";24.4;"2020-07-29";"대치삼성1차";"대치동";960;261;1259;108.52;8
"2141";8.5;"2020-07-29";"더그레이스";"논현동";9;211;12;98.81;4
"2142";15.45;"2020-07-29";"논현두산위브1단지";"논현동";130;226;174;84.993;9
"2143";12.75;"2020-07-29";"수서1-2단지";"일원동";720;177;529;59.94;3
"2144";9.45;"2020-07-29";"신동아";"수서동";1162;203;325;33.18;7
"2145";20.5;"2020-07-29";"도곡삼성래미안";"도곡동";732;291;1122;84.89;23
"2146";18.8;"2020-07-29";"개포우성5차";"도곡동";180;179;144;78.99;8
"2147";12.35;"2020-07-30";"성영포유";"역삼동";19;226;32;114.01;4
"2148";20.9;"2020-07-30";"개포주공6단지";"개포동";1060;0;300;83.21;3
"2149";20.9;"2020-07-30";"개포주공7단지";"개포동";900;0;400;83.21;3
"2150";26.5;"2020-07-30";"래미안블레스티지";"개포동";1957;249;3153;84.94;9
"2151";2.3;"2020-07-30";"청담스위트(도시형)";"청담동";124;199;57;12.449;4
"2152";17;"2020-07-30";"삼성한일";"삼성동";127;285;137;80.29;11
"2153";20.3;"2020-07-30";"삼성대우멤버스카운티1차";"삼성동";38;0;70;152.73;2
"2154";22.5;"2020-07-30";"은마";"대치동";4424;204;3021;84.43;13
"2155";42;"2020-07-30";"현대1,2차";"압구정동";960;224;720;160.28;13
"2156";28;"2020-07-30";"현대14차";"압구정동";388;194;371;84.94;14
"2157";30;"2020-07-30";"현대8차";"압구정동";515;173;0;163.67;4
"2158";9.5;"2020-07-31";"역삼디오빌";"역삼동";457;966;338;84.986;20
"2159";2.55;"2020-07-31";"대명벨리온(도시형)";"역삼동";71;248;24;30.522;4
"2160";9.85;"2020-07-31";"대청";"개포동";822;0;700;33.18;6
"2161";9.85;"2020-07-31";"대치2단지";"개포동";1758;174;1758;33.18;6
"2162";3.45;"2020-07-31";"라테라스청담(도시형)";"청담동";88;358;53;18.62;8
"2163";18.5;"2020-07-31";"샘터마을";"일원동";628;249;950;101.97;12
"2164";17.5;"2020-07-31";"한솔마을";"일원동";570;108;1140;84.73;3
"2165";11.5;"2020-07-31";"신동아";"수서동";1162;203;325;49.96;9
"2166";25;"2020-07-31";"타워팰리스2차";"도곡동";813;923;2376;115.63;30
"2167";18.6;"2020-07-31";"도곡한라비발디";"도곡동";110;249;156;84.8861;13
"2168";8.6;"2020-08-01";"역삼(리츠빌)";"역삼동";15;227;19;93.22;4
"2169";21.5;"2020-08-01";"개포주공5단지";"개포동";940;151;912;83.17;2
"2170";25.2;"2020-08-01";"LG개포자이";"개포동";212;250;502;153.8;8
"2171";22.9;"2020-08-01";"한양4차";"압구정동";286;187;143;101.09;10
"2172";39.2;"2020-08-01";"현대1,2차";"압구정동";960;224;720;160.52;6
"2173";13.5;"2020-08-01";"세곡푸르지오";"세곡동";912;174;1148;74.74;7
"2174";8.3;"2020-08-01";"수서1-2단지";"일원동";720;177;529;39.98;1
"2175";19.75;"2020-08-01";"개포한신";"일원동";364;179;292;107.6;8
"2176";17.75;"2020-08-01";"개포럭키";"도곡동";128;187;130;79.89;3
"2177";17.2;"2020-08-01";"개포한신";"도곡동";620;145;930;59.48;6
"2178";18;"2020-08-01";"역삼럭키";"도곡동";1094;248;1077;84.97;3
"2179";3.69;"2020-08-02";"선릉LG에클라트(A동)";"삼성동";125;341;88;41.64;2
"2180";9.35;"2020-08-03";"세연예지향";"역삼동";19;286;21;84.78;6
"2181";16;"2020-08-03";"역삼월드메르디앙";"역삼동";93;232;119;103.07;5
"2182";3.5;"2020-08-03";"라테라스청담(도시형)";"청담동";88;358;53;18.62;9
"2183";21;"2020-08-03";"쌍용플래티넘";"삼성동";88;715;216;156.97;8
"2184";23.7;"2020-08-03";"삼성힐스테이트1단지";"삼성동";1144;276;1529;84.236;11
"2185";28;"2020-08-03";"롯데캐슬프레미어";"삼성동";713;269;1335;121.931;11
"2186";7.8;"2020-08-03";"삼성우정에쉐르II";"삼성동";60;548;56;59.54;7
"2187";26.5;"2020-08-03";"미성1차";"압구정동";322;93;386;105.65;13
"2188";14.5;"2020-08-03";"매봉";"도곡동";132;386;132;83.49;10
"2189";18.45;"2020-08-04";"삼성청담공원";"청담동";391;271;554;107.22;10
"2190";15.05;"2020-08-04";"삼성리치빌";"삼성동";48;364;56;84.98;5
"2191";40;"2020-08-04";"현대1,2차";"압구정동";960;224;720;160.28;6
